#{"t_start": 1642524363.8854158, "env_id": "Ataxx-v0"}
r,l,t
-1.0,3,7.329948
-1.0,5,7.33836
-1.0,4,7.34444
-1.0,2,7.346744
-1.0,4,7.352542
-1.0,1,7.353764
-1.0,4,7.360301
-1.0,1,7.361573
-1.0,2,7.364523
-1.0,2,7.366821
-1.0,1,7.368218
-1.0,2,7.370975
-1.0,3,7.375141
-1.0,3,7.379365
-1.0,2,7.381867
-1.0,1,7.38286
-1.0,1,7.383862
-1.0,3,7.387814
-1,3,7.391556
-1.0,3,7.402197
-1.0,2,7.404824
-1.0,1,7.405824
-1.0,2,7.408044
-1.0,2,7.41025
-1,5,7.419832
-1.0,3,7.42332
-1,5,7.430404
-1.0,5,7.437145
-1.0,1,7.438251
-1.0,4,7.443774
-1.0,4,7.448806
-1.0,1,7.449845
-1.0,2,7.45208
-1.0,2,7.454245
-1.0,4,7.459282
-1.0,2,7.461393
-1.0,5,7.467581
-1.0,4,7.472359
-1.0,6,7.480032
-1,3,7.483563
-1.0,2,7.48574
-1.0,2,7.487807
-1.0,2,7.489959
-1,1,7.490913
-1.0,2,7.493082
-1.0,2,7.495298
-1.0,3,7.498843
-1.0,3,7.502521
-1.0,2,7.504759
-1.0,2,7.507247
-1.0,2,7.5095
-1.0,6,7.51726
-1.0,2,7.519437
-1.0,3,7.522972
-1,2,7.525099
-1.0,4,7.529915
-1,3,7.53347
-1.0,3,7.537057
-1,1,7.538039
1,3,7.542232
-1.0,2,7.544365
-1.0,2,7.5467
-1.0,1,7.547685
-1.0,4,7.552582
-1.0,2,7.554909
-1.0,5,7.56121
-1.0,3,7.564813
-1,3,7.568356
-1.0,1,7.569339
1,2,7.572028
-1.0,2,7.574274
-1.0,1,7.575236
-1,3,7.578817
-1.0,5,7.585494
-1.0,5,7.591746
-1,3,7.595182
-1.0,3,7.598583
-1.0,2,7.60082
-1.0,2,7.603025
-1.0,2,7.605151
-1.0,1,7.606132
-1.0,4,7.611021
-1.0,2,7.613198
-1.0,2,7.615733
-1.0,5,7.621884
-1.0,2,7.624069
-1.0,2,7.626197
-1.0,1,7.627148
-1.0,3,7.630676
-1.0,2,7.632852
-1.0,4,7.637695
-1.0,2,7.639879
-1.0,5,7.646264
-1.0,3,7.649673
-1.0,2,7.651823
-1.0,2,7.654036
-1.0,2,7.656207
-1.0,1,7.657159
-1.0,2,7.659312
-1.0,4,7.664209
-1.0,4,7.668757
-1.0,3,7.672292
-1,1,7.673236
-1.0,3,7.676685
-1.0,1,7.677639
-1.0,1,7.678617
-1.0,2,7.680765
-1.0,3,7.684168
-1.0,2,7.686324
-1,5,7.692629
-1.0,4,7.697739
-1.0,5,7.703936
-1.0,3,7.707269
-1.0,2,7.709509
-1.0,1,7.710471
-1,1,7.711416
-1,4,7.716198
-1.0,1,7.717155
-1.0,2,7.71928
-1,1,7.720245
-1.0,2,7.722502
-1.0,3,7.726011
-1,2,7.728229
-1,1,7.729157
-1.0,1,7.73014
-1.0,2,7.732258
-1.0,1,7.733193
-1,3,7.736813
-1.0,4,7.742022
-1.0,4,7.747199
-1.0,2,7.749284
-1.0,4,7.753986
-1,3,7.757401
-1.0,5,7.763748
-1.0,2,7.766042
-1.0,2,7.768373
-1,2,7.770591
-1.0,2,7.77276
-1.0,3,7.776299
-1.0,2,7.778337
-1.0,2,7.780489
-1.0,1,7.781466
-1.0,1,7.782453
-1.0,2,7.784563
-1.0,4,7.789266
-1.0,1,7.790321
1,2,7.792966
-1.0,4,7.797744
-1.0,3,7.801079
-1.0,3,7.804592
1,2,7.807267
-1,1,7.808237
-1.0,1,7.809225
-1,4,7.813905
-1.0,2,7.816094
-1.0,3,7.819604
-1.0,2,7.821892
-1,1,7.822867
-1.0,2,7.825063
-1.0,3,7.828464
-1.0,2,7.830628
-1.0,3,7.834035
-1,5,7.841007
-1.0,2,7.843132
-1.0,3,7.846743
-1.0,1,7.84772
-1.0,3,7.851191
-1.0,5,7.857243
-1.0,1,7.858226
-1.0,2,7.860366
-1.0,3,7.86378
-1,2,7.865876
-1.0,4,7.870797
-1.0,3,7.874269
-1.0,1,7.875218
-1.0,4,7.879839
-1.0,4,7.884548
-1.0,6,7.892082
-1.0,2,7.894215
-1.0,2,7.896392
-1.0,3,7.899899
-1.0,1,7.90085
-1.0,2,7.903038
-1.0,5,7.909296
-1.0,2,7.911436
-1.0,3,7.914864
-1.0,3,7.9184
1,2,7.921113
-1.0,2,7.92326
-1.0,2,7.925358
-1.0,4,7.93051
-1.0,3,7.933976
-1,1,7.934927
-1.0,5,7.940878
-1.0,3,7.944412
-1.0,1,7.945397
-1.0,4,7.950191
-1.0,3,7.953508
-1,4,7.958385
-1.0,1,7.959372
-1.0,2,7.961553
-1.0,1,7.96253
-1.0,2,7.964638
-1,2,7.966829
-1.0,6,7.974708
-1.0,2,7.976911
-1.0,3,7.980551
-1.0,4,7.985358
-1,1,7.986327
-1.0,3,7.989737
-1.0,3,7.993268
-1,2,7.995458
-1.0,3,7.998856
-1.0,2,8.000984
-1.0,6,8.008985
-1.0,2,8.011264
-1.0,6,8.01904
-1,4,8.023782
-1.0,3,8.02743
-1.0,4,8.032451
-1,2,8.034703
-1.0,2,8.03682
-1.0,3,8.040454
-1,1,8.041464
-1.0,2,8.043619
-1.0,2,8.045766
-1.0,2,8.047873
-1.0,1,8.048795
-1,1,8.049707
-1.0,3,8.053196
-1.0,1,8.054216
-1.0,2,8.05636
-1.0,3,8.059819
-1.0,1,8.060742
-1,3,8.064097
-1.0,2,8.066375
-1.0,2,8.068496
-1.0,2,8.0707
-1.0,1,8.071622
-1.0,4,8.076499
-1.0,1,8.077425
-1,2,8.079622
-1,4,8.084419
-1.0,5,8.090734
-1.0,1,8.091684
-1.0,3,8.095341
-1.0,5,8.103941
-1,4,8.114504
-1.0,2,8.117569
-1.0,4,8.133067
-1.0,2,8.136677
-1.0,3,8.149302
-1.0,3,8.160861
-1.0,5,8.180874
-1.0,1,8.187126
-1,3,8.19678
-1.0,3,8.206781
-1.0,1,8.208379
-1.0,3,8.219474
-1.0,2,8.22776
-1.0,2,8.238872
-1.0,2,8.251106
-1.0,5,8.265338
-1.0,3,8.270876
-1.0,3,8.274625
-1.0,1,8.275751
-1,1,8.277676
-1.0,3,8.281774
-1.0,2,8.284156
-1.0,4,8.291795
-1.0,2,8.294343
-1.0,4,8.299336
-1.0,2,8.302204
-1.0,2,8.305131
-1.0,3,8.308743
-1.0,1,8.309715
-1.0,1,8.311141
-1.0,2,8.313321
-1.0,1,8.314299
-1.0,4,8.319317
-1.0,1,8.320292
-1,2,8.32254
-1.0,1,8.323503
-1.0,1,8.324449
-1.0,4,8.329833
-1,3,8.333879
-1.0,1,8.335008
-1.0,2,8.337115
-1.0,5,8.343368
-1.0,2,8.345559
-1.0,3,8.349093
1,2,8.351902
-1.0,2,8.353972
-1,1,8.354918
-1.0,3,8.358602
-1.0,2,8.360782
-1,2,8.362937
-1.0,2,8.365044
-1.0,2,8.367249
-1.0,2,8.369414
-1.0,2,8.371605
-1.0,4,8.376433
-1.0,3,8.379843
-1.0,4,8.385827
-1.0,3,8.389331
-1.0,2,8.391596
-1.0,3,8.395075
-1.0,3,8.398716
-1.0,3,8.402112
-1.0,1,8.403093
-1.0,1,8.404074
-1.0,2,8.406307
-1.0,2,8.409556
-1.0,2,8.41223
-1.0,4,8.41718
-1.0,4,8.422177
-1.0,2,8.424268
-1.0,3,8.427724
-1.0,1,8.428693
-1.0,1,8.429648
-1.0,4,8.434486
-1.0,1,8.435463
-1.0,3,8.439042
-1,5,8.445436
-1,5,8.451554
-1.0,1,8.45257
-1.0,3,8.456007
-1.0,1,8.456973
-1.0,3,8.460377
-1.0,3,8.463911
-1,3,8.46739
-1,3,8.470901
-1.0,2,8.473115
-1,3,8.476514
-1.0,5,8.482881
1,2,8.485614
-1.0,2,8.488292
-1,2,8.490512
-1.0,2,8.492876
-1.0,6,8.500567
-1.0,2,8.502767
-1.0,2,8.504897
-1.0,1,8.50588
-1.0,3,8.509405
-1.0,1,8.510383
-1,1,8.511338
-1.0,3,8.514939
-1.0,3,8.51857
-1.0,2,8.520786
-1.0,1,8.521792
-1.0,2,8.523942
-1.0,5,8.530178
-1.0,1,8.531159
-1.0,1,8.532141
-1.0,2,8.534266
-1.0,4,8.539571
-1.0,3,8.543252
-1.0,1,8.544225
-1.0,1,8.545191
-1.0,2,8.547442
-1.0,2,8.549715
-1.0,4,8.555181
-1.0,1,8.556201
-1.0,3,8.559883
-1.0,2,8.562101
-1.0,3,8.565565
-1.0,4,8.5705
-1.0,1,8.571472
-1.0,3,8.574986
-1.0,1,8.575952
-1.0,1,8.576914
-1.0,3,8.580506
-1.0,3,8.583921
-1.0,2,8.586149
-1.0,5,8.592516
-1,1,8.593487
-1.0,2,8.595665
-1.0,2,8.597803
-1.0,4,8.60275
-1.0,4,8.607879
-1.0,3,8.611326
-1.0,2,8.613481
-1.0,4,8.618437
-1.0,3,8.621931
-1.0,2,8.624104
-1.0,2,8.626271
-1,3,8.63031
-1.0,1,8.631279
1,2,8.634022
-1.0,2,8.636314
-1.0,4,8.641242
-1.0,4,8.646069
-1.0,2,8.648312
-1.0,3,8.651813
-1.0,1,8.652801
-1.0,3,8.656301
-1.0,4,8.661167
-1.0,4,8.665922
-1.0,2,8.668027
-1.0,1,8.669022
-1.0,1,8.670011
-1.0,1,8.670983
-1.0,1,8.671948
-1,3,8.675516
-1,3,8.678933
-1.0,2,8.681129
-1.0,3,8.684703
-1.0,3,8.688299
-1.0,1,8.689273
-1.0,4,8.694129
-1.0,2,8.69629
-1,1,8.697236
-1.0,3,8.700791
-1.0,2,8.702935
-1,1,8.703909
-1,3,8.711104
-1.0,1,8.712117
-1.0,3,8.715483
-1.0,2,8.717781
-1,1,8.718975
-1.0,5,8.725065
-1.0,2,8.727279
-1.0,4,8.732018
-1.0,1,8.732983
-1.0,3,8.73698
-1.0,3,8.741033
-1.0,2,8.743248
-1.0,1,8.744212
-1.0,2,8.746529
-1.0,1,8.747486
-1.0,4,8.752416
-1.0,3,8.755986
-1.0,3,8.759518
-1.0,2,8.761815
-1.0,3,8.765337
-1.0,3,8.768927
-1.0,2,8.771186
-1.0,2,8.773417
-1.0,2,8.775673
-1.0,1,8.776648
-1.0,2,8.77884
-1,1,8.779779
-1.0,1,8.78073
-1,2,8.782849
-1.0,5,8.78909
-1,3,8.79243
-1,4,8.797019
-1.0,5,8.803569
-1.0,2,8.805687
-1.0,1,8.806673
-1.0,2,8.80884
-1.0,2,8.810952
-1.0,1,8.811897
-1.0,1,8.81286
-1.0,3,8.816326
-1,2,8.818527
-1.0,1,8.819489
-1.0,4,10.060214
-1.0,1,10.061207
-1,1,10.062162
-1.0,3,10.065719
-1.0,3,10.069354
-1.0,2,10.071603
-1.0,1,10.072564
-1.0,2,10.074813
-1.0,1,10.075769
-1.0,1,10.076722
-1,1,10.07768
-1,1,10.078635
-1.0,4,10.083699
-1.0,3,10.087116
-1.0,5,10.092966
-1,2,10.095135
-1,1,10.096111
-1,3,10.099586
-1.0,2,10.101912
-1.0,2,10.104171
-1.0,5,10.110449
-1.0,6,10.11832
-1.0,2,10.120609
-1.0,1,10.12158
-1.0,2,10.123852
-1.0,5,10.130066
-1.0,2,10.132278
-1.0,2,10.134727
-1.0,2,10.136953
-1,3,10.140377
-1.0,3,10.143942
-1.0,3,10.14754
-1.0,3,10.151246
-1.0,4,10.156132
-1.0,3,10.159561
-1.0,1,10.160539
-1.0,2,10.162829
-1.0,3,10.166127
-1.0,1,10.167117
-1.0,2,10.169343
-1.0,4,10.174312
-1.0,2,10.176537
-1.0,4,10.181622
-1.0,2,10.183931
-1.0,4,10.188911
-1.0,4,10.193558
-1.0,5,10.199553
-1.0,1,10.200552
-1.0,2,10.202803
-1.0,4,10.207987
-1.0,2,10.210257
-1.0,1,10.211508
1,2,10.214835
-1.0,2,10.217102
-1,2,10.219366
-1.0,1,10.220381
-1.0,3,10.223887
-1.0,4,10.228727
-1.0,2,10.230824
-1.0,3,10.234266
-1.0,4,10.239092
-1.0,1,10.240091
-1.0,4,10.245008
-1,1,10.245987
-1.0,1,10.246942
-1,2,10.249093
-1.0,2,10.251325
-1.0,4,10.256055
-1.0,2,10.258254
-1.0,5,10.264401
-1.0,3,10.267931
-1,4,10.272815
-1.0,3,10.27649
-1.0,3,10.280231
-1.0,1,10.281257
-1.0,2,10.283575
-1.0,4,10.288535
-1.0,3,10.291918
-1.0,2,10.294162
-1,4,10.299365
-1.0,2,10.30178
-1.0,6,10.309611
-1.0,2,10.311897
-1.0,2,10.314122
-1,6,10.322752
-1.0,2,10.324988
-1.0,1,10.326001
-1.0,2,10.328276
-1.0,2,10.330626
-1.0,1,10.331585
-1.0,3,10.335577
-1.0,1,10.336712
-1.0,5,10.343618
-1.0,2,10.345877
-1.0,5,10.352612
-1,2,10.355355
-1.0,4,10.360205
-1.0,2,10.362653
-1.0,6,10.370922
-1.0,2,10.373821
-1.0,2,10.376701
-1.0,2,10.379418
-1.0,2,10.381627
-1.0,4,10.387772
-1,2,10.390609
-1.0,6,10.398865
-1.0,2,10.401325
-1.0,3,10.405386
-1.0,3,10.409576
-1,3,10.413278
-1.0,4,10.418827
-1.0,3,10.422769
-1.0,4,10.428108
-1.0,3,10.431734
-1.0,4,10.437135
-1.0,3,10.441116
-1,2,10.44342
-1.0,5,10.4507
-1.0,3,10.454428
-1.0,3,10.458568
-1.0,3,10.462573
-1.0,4,10.467923
-1.0,2,10.470738
-1,1,10.471725
-1.0,2,10.474174
-1.0,2,10.476644
-1.0,1,10.477641
-1.0,3,10.481416
-1,1,10.48242
-1.0,1,10.483436
-1.0,5,10.489808
-1.0,1,10.490789
-1.0,1,10.491777
-1.0,5,10.498422
-1.0,1,10.499776
-1.0,2,10.502133
-1.0,4,10.507094
-1.0,2,10.509327
-1.0,3,10.512912
-1.0,5,10.519444
-1,2,10.52205
-1.0,3,10.525868
1,3,10.530266
-1.0,4,10.535906
-1.0,3,10.539413
-1.0,3,10.543581
-1.0,4,10.54881
-1.0,4,10.554249
-1,5,10.561161
-1.0,4,10.566386
-1.0,2,10.568699
-1.0,3,10.572426
-1.0,3,10.576164
-1.0,3,10.579766
-1,2,10.581993
-1.0,5,10.588783
-1.0,2,10.591271
-1.0,1,10.592242
-1.0,1,10.593191
-1,1,10.594309
-1.0,6,10.602736
-1.0,2,10.605002
-1.0,1,10.606076
-1.0,6,10.614342
-1.0,3,10.618156
-1.0,3,10.622107
-1.0,3,10.626154
-1.0,3,10.629979
-1.0,4,10.635661
-1.0,3,10.639668
-1.0,2,10.642091
-1.0,2,10.644612
-1.0,3,10.648319
-1.0,4,10.653477
-1.0,3,10.657225
-1.0,3,10.660611
1,2,10.663634
-1.0,1,10.664603
-1.0,2,10.666816
-1.0,1,10.667892
-1.0,4,10.672947
-1.0,1,10.673951
-1,2,10.676346
-1.0,2,10.678535
-1.0,2,10.680931
-1.0,3,10.684544
-1.0,3,10.688082
-1.0,2,10.690269
-1.0,4,10.695203
-1.0,2,10.697327
-1.0,4,10.702092
-1.0,3,10.705602
-1,1,10.706556
-1.0,1,10.707509
-1.0,3,10.711236
-1.0,3,10.714664
-1.0,4,10.719783
-1.0,4,10.725077
-1.0,2,10.727411
-1.0,5,10.733867
-1.0,2,10.736112
-1.0,4,10.741105
-1.0,4,10.745826
-1.0,4,10.750664
-1.0,4,10.755656
-1.0,2,10.757783
-1.0,2,10.760119
-1.0,3,10.763659
-1.0,3,10.767338
-1.0,2,10.769473
-1.0,3,10.773145
-1.0,1,10.774109
-1.0,4,10.779354
-1.0,4,10.78455
-1.0,3,10.788117
-1.0,1,10.789052
-1.0,1,10.790059
-1.0,1,10.791003
-1.0,7,10.800276
-1.0,3,10.803905
-1.0,3,10.80729
-1.0,3,10.811196
-1.0,1,10.812154
-1.0,6,10.820899
-1.0,3,10.82445
-1.0,6,10.83233
-1.0,2,10.834575
-1.0,2,10.83681
-1.0,3,10.8404
-1.0,3,10.843819
-1.0,4,10.84867
-1.0,2,10.850713
-1.0,2,10.852915
-1.0,3,10.856573
-1,2,10.858793
-1.0,2,10.86103
-1.0,3,10.86465
-1.0,1,10.865586
-1,2,10.867722
-1,2,10.870113
-1.0,4,10.875046
-1.0,5,10.881343
-1.0,2,10.883593
-1.0,2,10.885784
-1,2,10.888339
-1.0,3,10.891769
-1.0,4,10.896889
-1.0,1,10.897863
-1,3,10.901322
-1.0,3,10.90482
-1.0,3,10.908181
-1,3,10.911739
-1.0,2,10.914047
-1.0,3,10.917379
-1.0,4,10.922374
-1.0,2,10.924531
-1.0,5,10.930698
-1.0,5,10.936984
-1.0,7,10.946326
-1,3,10.949892
-1.0,3,10.953333
-1.0,1,10.954324
-1.0,3,10.957787
-1.0,1,10.958757
-1.0,2,10.961231
-1.0,2,10.963447
-1.0,2,10.965662
-1.0,3,10.969118
-1.0,2,10.971512
-1.0,4,10.977503
-1.0,2,10.979799
-1,1,10.980795
-1.0,1,10.981773
-1.0,4,10.987094
-1,3,10.99071
-1.0,1,10.991699
-1.0,3,10.995314
-1.0,5,11.002248
-1.0,2,11.004419
1,2,11.007143
-1.0,3,11.010861
-1.0,3,11.014524
-1.0,2,11.016827
-1,2,11.019215
-1.0,1,11.020399
-1.0,2,11.022603
-1.0,4,11.027885
-1.0,4,11.033176
-1,1,11.034245
-1.0,3,11.037855
-1.0,1,11.039003
-1,2,11.041055
-1.0,5,11.047939
-1.0,3,11.051717
-1,3,11.055226
-1.0,3,11.059036
-1.0,3,11.062815
-1.0,4,11.067935
-1.0,5,11.074759
-1.0,6,11.083296
-1.0,3,11.087038
-1,4,11.092865
-1.0,4,11.097812
-1.0,6,11.106354
-1.0,1,11.107336
-1.0,5,11.114069
-1,3,11.117858
-1.0,2,11.120117
-1,3,11.123762
-1.0,2,11.125954
-1,1,11.126899
-1,1,11.127885
-1.0,3,11.131594
-1.0,1,11.132552
-1,5,11.139457
-1.0,2,11.142153
-1,2,11.144354
-1.0,7,11.154364
-1.0,2,11.156696
-1.0,1,11.15766
-1.0,1,11.158815
-1.0,6,11.16747
-1.0,3,11.171028
-1.0,1,11.172303
-1,3,11.17583
-1.0,3,11.183458
-1.0,2,11.186486
-1,1,11.187482
-1,2,11.19047
-1,1,11.1915
-1.0,1,11.192463
-1.0,4,11.198287
-1.0,1,11.199265
-1.0,3,11.203322
-1.0,1,11.204308
1,2,11.207165
-1.0,2,11.209565
-1.0,1,11.210639
-1,1,11.212237
-1,2,11.214951
-1,2,11.217232
-1,2,11.219918
-1,1,11.221067
-1,1,11.222052
-1.0,1,11.223018
-1.0,2,11.225368
-1.0,3,11.229116
-1.0,1,11.230108
-1.0,6,11.238451
1,2,11.241325
-1.0,4,11.246567
-1.0,4,11.252114
-1.0,3,11.255887
-1.0,6,11.264281
-1,2,11.267109
-1,3,11.271017
-1.0,2,11.273384
-1,4,11.278774
-1.0,4,11.284329
-1.0,1,11.285502
-1,2,11.288015
-1.0,5,11.294829
-1.0,4,11.299754
-1.0,4,11.304984
-1.0,2,11.307284
-1.0,4,11.312841
-1.0,3,11.317292
-1.0,2,11.319989
-1.0,4,11.325369
-1.0,5,11.332237
-1.0,1,11.333455
-1.0,1,11.334602
-1.0,1,11.335974
-1,4,11.342107
-1.0,1,11.343193
-1,3,11.346656
-1,3,11.350513
-1.0,5,11.357469
-1.0,2,11.360211
-1.0,5,11.367543
-1.0,3,11.371809
-1.0,1,11.37295
-1.0,4,11.378442
-1.0,3,11.382236
-1.0,2,11.384734
-1.0,3,11.38839
-1.0,2,11.390752
-1,2,11.393141
-1.0,3,11.397209
-1.0,3,11.401049
-1.0,3,11.406867
-1.0,3,11.413345
-1.0,3,11.41748
-1.0,2,11.420259
-1.0,3,11.424036
-1.0,2,11.426715
-1.0,1,11.427807
-1.0,2,11.430161
-1.0,2,11.432494
-1.0,2,11.435048
1,4,11.441324
-1.0,2,11.44381
-1.0,2,11.446501
-1.0,2,11.448706
-1.0,2,11.451131
-1,2,11.453511
1,2,11.456332
-1.0,1,11.457562
-1.0,4,11.462841
-1.0,4,11.468606
-1.0,2,11.471061
-1.0,1,11.472069
-1.0,3,11.47615
-1.0,3,11.479984
-1.0,3,11.483988
-1.0,5,11.490951
-1.0,4,11.496369
-1.0,2,11.498987
-1.0,2,11.501333
-1.0,4,11.506583
-1,2,11.50893
-1.0,2,11.511283
-1.0,2,11.513591
-1.0,3,11.51731
-1.0,4,11.523295
-1.0,2,11.525627
-1.0,5,11.532619
-1.0,2,11.535483
-1.0,2,11.537792
-1.0,3,11.541634
-1,1,11.542712
-1,3,11.546345
-1.0,1,11.54771
-1.0,3,11.551444
-1.0,2,11.553782
-1,4,11.558988
-1.0,2,11.561425
-1.0,2,11.563756
-1.0,1,11.564736
-1.0,2,11.5672
-1.0,4,11.57238
-1.0,4,11.577266
-1.0,4,11.582393
1,2,11.585622
-1.0,4,11.591039
-1.0,1,11.592021
-1.0,3,11.596056
-1.0,3,11.599828
-1.0,2,11.602268
-1,2,11.604615
-1.0,5,11.611181
-1.0,1,11.612343
-1.0,2,11.614796
-1.0,2,11.617167
-1.0,2,11.619695
-1.0,5,11.626616
-1.0,3,11.630348
-1.0,2,11.633003
-1.0,2,11.635337
-1.0,3,11.6393
-1.0,2,11.641485
-1.0,2,11.643767
-1.0,4,11.6491
-1.0,2,11.6519
-1.0,5,11.658535
-1.0,4,11.664094
-1.0,2,11.666183
-1.0,1,11.667248
-1.0,3,11.671137
-1.0,3,11.674908
-1,4,11.679945
-1.0,4,11.685375
-1,1,11.686381
-1.0,2,11.688795
-1.0,2,11.690999
-1.0,5,11.697847
-1.0,2,11.700479
-1.0,5,11.707262
-1.0,2,11.709468
-1.0,2,11.711784
-1.0,2,11.714026
-1.0,3,11.717619
-1.0,4,11.722485
-1.0,3,11.726003
-1.0,2,11.728224
-1.0,5,11.734662
-1,3,11.73819
-1.0,4,11.743102
-1.0,2,11.745269
-1.0,3,11.748789
-1,1,11.749752
-1.0,4,11.754635
-1.0,5,11.761086
-1.0,5,11.767302
-1.0,2,11.770497
-1.0,2,11.773476
-1.0,1,11.774493
-1.0,4,11.779697
-1.0,4,11.784642
-1.0,1,11.78562
-1.0,1,11.786596
-1.0,1,11.787555
-1,2,11.789697
-1.0,2,11.791832
-1.0,3,11.795417
-1.0,1,11.796398
-1.0,1,11.797355
-1.0,5,11.803708
-1.0,3,11.807179
1,2,11.809973
-1,3,11.813928
-1.0,4,11.818928
-1.0,4,11.823827
-1.0,2,11.826108
-1.0,1,11.827076
-1.0,2,11.829268
-1.0,5,11.835731
-1.0,4,11.846087
-1.0,2,11.848749
-1.0,2,11.851145
-1.0,1,11.852112
-1.0,3,11.855752
-1.0,5,11.862054
-1.0,2,11.864191
-1.0,2,11.866971
-1.0,2,11.869539
-1.0,2,11.871778
-1.0,3,11.875931
-1.0,1,11.876901
-1.0,2,11.879707
-1.0,4,11.885157
-1,3,11.888975
-1.0,5,11.895995
-1.0,6,11.904912
-1.0,2,11.907268
-1,3,11.91098
-1.0,2,11.913914
-1.0,2,11.916422
-1.0,4,11.922457
-1.0,3,11.926836
-1.0,6,11.935196
-1.0,1,11.936267
-1.0,2,11.938994
-1.0,3,11.942764
-1.0,5,11.950564
-1.0,1,11.951706
-1.0,2,11.953983
-1,1,11.955102
-1.0,4,11.960714
-1.0,4,11.966445
-1.0,1,11.967561
-1.0,2,11.970155
-1.0,3,11.973847
-1.0,2,11.976358
-1.0,2,11.9789
-1.0,1,11.979872
-1.0,4,11.985651
-1.0,3,11.989779
-1,5,11.996529
-1.0,2,11.998982
-1.0,2,12.002089
-1,2,12.004692
-1.0,4,12.010429
-1.0,3,12.014238
-1.0,1,12.01521
-1.0,2,12.017815
-1.0,2,12.020315
-1.0,3,12.024344
-1.0,2,12.026706
-1.0,2,12.029174
-1.0,3,12.033017
-1.0,2,12.035668
-1.0,3,12.039577
-1.0,2,12.042172
-1.0,4,12.047405
-1,2,12.050023
-1.0,1,12.051106
-1.0,2,12.053509
-1.0,4,12.059368
-1.0,4,12.064782
-1.0,4,12.070287
-1.0,3,12.074574
-1.0,2,12.076892
-1.0,3,12.080965
-1,5,12.088085
-1.0,2,12.090668
-1.0,6,12.099034
-1.0,2,12.101643
-1.0,3,12.105478
-1.0,2,12.107825
-1.0,6,12.117037
-1.0,1,12.118156
-1.0,2,12.120762
-1.0,4,12.126201
1,2,12.129109
-1.0,2,12.131471
-1.0,4,12.137252
-1,2,12.139852
-1,2,12.142114
-1.0,3,12.146014
-1.0,5,12.152952
-1.0,4,12.158259
-1.0,5,12.164881
-1.0,2,12.167253
-1.0,2,12.170143
-1.0,3,12.173831
-1.0,1,12.175105
-1,2,12.177586
-1.0,2,12.179731
-1.0,1,12.180768
-1.0,4,12.186054
-1.0,5,12.192825
-1.0,4,12.197787
-1.0,2,12.200244
-1.0,4,12.20534
-1.0,5,12.212055
-1.0,4,12.217114
-1,1,12.218114
-1.0,4,12.222915
-1.0,4,12.227719
-1.0,3,12.23127
-1,4,12.23645
-1,4,12.24226
-1.0,3,12.245939
-1.0,1,12.246954
-1.0,5,12.253196
-1.0,2,12.255284
-1.0,4,12.260676
-1.0,3,12.264088
-1.0,2,12.26645
-1.0,2,12.268787
-1.0,2,12.271016
-1.0,3,12.274809
-1.0,2,12.277013
-1.0,3,12.280796
-1,1,12.281833
-1.0,3,12.285373
-1,1,12.286339
-1.0,4,12.291387
-1.0,1,12.292352
-1.0,4,12.297235
-1,4,12.302096
-1,1,12.303082
-1,1,12.304021
-1.0,2,12.306305
-1.0,2,12.308587
-1,3,12.312263
-1.0,2,12.314483
-1.0,2,12.316715
-1,1,12.317711
-1,2,12.320007
-1.0,5,12.32673
-1.0,4,12.331993
-1,3,12.335702
-1.0,2,12.337934
-1.0,5,12.344126
-1.0,2,12.346236
-1,5,12.352274
-1.0,2,12.354382
-1.0,2,12.356487
-1.0,1,12.357431
-1.0,2,12.359579
-1,4,12.364187
-1.0,3,12.367609
-1.0,3,12.371106
-1.0,3,12.374597
-1.0,2,12.376763
-1.0,2,12.378929
-1,2,12.381086
-1.0,4,12.385685
-1.0,1,12.386639
-1.0,4,12.391487
-1.0,3,12.395031
-1.0,2,12.397225
-1.0,2,12.399444
-1.0,3,12.402734
-1.0,6,12.409938
-1.0,4,12.414946
-1.0,2,12.417068
-1.0,3,12.420449
-1.0,4,12.425252
-1.0,4,12.430295
-1.0,2,12.432403
-1.0,2,12.434615
-1.0,2,12.436755
-1.0,3,12.440141
-1,2,12.442301
-1.0,3,12.445862
-1.0,4,12.450696
-1.0,1,12.451621
-1.0,1,12.452541
-1.0,5,12.458795
-1.0,2,12.460923
-1.0,2,12.466364
-1.0,2,12.468589
1,3,12.475053
-1.0,4,12.48236
1,2,12.486411
-1.0,4,12.495684
-1,2,12.502294
-1.0,6,12.516376
-1,4,12.528001
-1,4,12.542368
-1.0,4,12.55172
-1.0,4,12.560924
-1.0,2,12.567703
-1.0,1,12.570696
-1.0,3,12.579504
-1.0,3,12.589195
-1.0,3,12.597325
-1.0,4,12.609665
-1,1,12.613451
-1.0,1,12.615911
-1,7,12.638228
-1.0,3,12.643622
-1,2,12.647345
-1.0,5,12.655914
-1.0,1,12.657757
1,3,12.662263
-1.0,2,12.664936
-1,1,12.666026
-1.0,5,12.674536
-1,3,12.678708
-1,3,12.68357
-1.0,4,12.69048
-1.0,3,12.695373
-1.0,4,12.702011
-1.0,3,12.707182
-1.0,6,12.718275
-1.0,2,12.721338
-1.0,2,12.724371
-1.0,4,12.730469
-1.0,5,12.738109
-1.0,2,12.740759
-1,1,12.742633
1,2,12.745654
-1.0,5,12.75352
-1.0,2,12.756591
-1.0,4,12.76375
-1.0,1,12.764884
-1.0,5,14.190604
