#{"t_start": 1642525102.3269677, "env_id": "Ataxx-v0"}
r,l,t
-1,14,207.321033
-1,7,207.333728
-1,6,207.345726
-1.0,14,207.374271
-1,7,207.386847
-1.0,10,207.40911
-1.0,8,207.428222
-1.0,11,207.449912
-1.0,12,207.473008
-1.0,11,207.493632
-1.0,10,207.511039
-1,8,207.526059
-1,7,207.539672
-1,8,207.557305
-1,5,207.567139
-1.0,8,207.580586
-1.0,12,207.602541
-1,10,207.624707
-1,14,207.654814
-1,8,207.679546
-1.0,6,207.693373
-1.0,11,207.715489
-1,5,207.723635
-1,6,207.733616
-1,5,207.743737
-1.0,10,207.761967
-1.0,5,207.770077
-1.0,10,207.790807
-1.0,5,207.798653
-1.0,13,207.822106
-1.0,6,207.832087
-1.0,7,207.845457
-1.0,13,207.869335
-1,12,207.894762
-1,13,207.926984
-1.0,7,207.939127
-1.0,9,207.957101
-1.0,14,207.987659
-1,9,208.004455
-1,15,208.040409
-1.0,6,208.050123
-1.0,11,208.069886
-1,6,208.080431
-1.0,11,208.102637
-1.0,11,208.123081
-1,12,208.14626
-1.0,10,208.16448
-1.0,5,208.173126
-1.0,11,208.194926
-1,10,208.213233
-1.0,9,208.231393
-1.0,7,208.244455
-1,9,208.259762
-1.0,8,208.274688
-1,7,208.286538
-1,5,208.296439
-1,12,208.32318
-1.0,11,208.342467
1,8,208.360471
-1.0,10,208.380798
-1.0,14,208.407354
-1.0,7,208.418553
-1.0,10,208.436718
-1.0,5,208.446636
-1.0,9,208.462499
-1,9,208.47813
-1.0,14,208.50633
-1.0,11,208.525773
-1.0,13,208.55071
-1.0,12,208.574262
-1.0,8,208.58737
-1.0,5,208.595384
-1,12,208.618983
-1,11,208.641244
-1.0,5,208.649452
-1.0,11,208.669412
-1.0,10,208.687519
-1.0,10,208.707695
-1.0,10,208.727148
-1.0,11,208.747978
-1.0,5,208.755982
-1.0,8,208.770674
-1.0,5,208.779158
-1,7,208.792502
-1,9,208.811357
-1.0,9,208.828259
-1.0,9,208.844787
-1.0,12,208.868668
-1,10,208.888222
-1,7,208.901332
-1.0,12,208.925226
-1.0,7,208.936299
-1.0,14,208.965576
-1,11,208.991491
-1.0,7,209.002951
-1.0,12,209.026088
-1.0,9,209.041845
-1.0,10,209.060417
-1.0,16,209.093811
-1.0,9,209.110839
-1,11,209.132435
-1.0,6,209.141808
-1.0,13,209.167772
-1.0,11,209.188374
-1.0,10,209.207726
-1.0,12,209.231839
-1,5,209.240177
-1,9,209.259421
-1,11,209.281511
-1.0,11,209.302671
-1,4,209.309627
-1,7,209.322429
-1.0,9,209.337981
-1.0,12,209.360718
-1.0,8,209.376213
1,6,209.387268
-1.0,12,209.410028
-1.0,7,209.421854
-1,8,209.436733
-1.0,9,209.451925
-1,4,209.458951
-1.0,8,209.471935
-1.0,9,209.487847
-1,12,209.514113
-1.0,12,209.537177
-1.0,9,209.553003
-1.0,12,209.575328
-1,5,209.591304
-1,11,209.612473
-1.0,9,209.6279
-1.0,13,209.652429
-1,5,209.662786
-1.0,8,209.676723
-1.0,14,209.705863
-1,14,209.741569
-1.0,9,209.757263
-1.0,12,209.782974
-1.0,15,209.813109
-1.0,11,209.833762
-1.0,12,209.857347
-1.0,5,209.866416
-1.0,11,209.885772
-1.0,8,209.898538
-1.0,9,209.916298
-1.0,15,209.947137
-1.0,11,209.967717
-1.0,8,209.983665
-1.0,7,210.001107
-1.0,8,210.014826
-1.0,8,210.027188
-1.0,10,210.046864
-1,8,210.06299
-1,10,210.081445
-1,8,210.096289
-1.0,9,210.113279
-1,12,210.140557
-1,7,210.152692
-1.0,7,210.163552
-1.0,8,210.179861
-1,6,210.191109
-1,4,210.197994
-1.0,10,210.215996
-1.0,8,210.230066
-1,8,210.247123
-1.0,9,210.268596
-1.0,6,210.277623
-1.0,13,210.302073
-1.0,8,210.319028
-1.0,6,210.329785
-1.0,10,210.34879
-1.0,12,210.371751
-1.0,17,210.410419
-1,6,210.420299
-1.0,7,210.431674
-1,7,210.445673
-1.0,6,210.454946
-1.0,6,210.464802
1,6,210.475871
-1.0,11,210.498076
-1.0,8,210.513303
-1,7,210.528944
-1.0,12,210.553864
-1.0,12,210.578345
-1.0,6,210.587927
-1,11,210.610372
-1,7,210.622179
1,5,210.63264
-1.0,10,210.652131
-1.0,8,210.668852
-1.0,12,210.690762
-1.0,10,210.711761
-1.0,13,210.737894
-1.0,11,210.757357
-1.0,11,210.781835
-1.0,7,210.798583
-1.0,8,210.813094
-1,12,210.835704
-1.0,15,210.867962
-1.0,6,210.876994
-1.0,8,210.891638
-1.0,13,210.918416
-1.0,7,210.931613
-1.0,12,210.95521
-1,7,210.967783
-1,10,210.988536
1,6,211.000408
-1.0,7,211.011756
-1,4,211.018294
-1,8,211.034174
-1.0,14,211.069242
-1.0,5,211.076964
-1,13,212.399158
-1,11,212.422666
-1,9,212.441816
-1.0,11,212.461177
-1.0,9,212.479689
1,5,212.489376
-1.0,7,212.502583
-1,9,212.518981
-1.0,5,212.527683
-1.0,6,212.537817
-1.0,6,212.550128
-1,10,212.576266
-1.0,14,212.603907
-1.0,10,212.624041
-1.0,11,212.645211
-1,9,212.663782
-1.0,10,212.683897
1,8,212.701316
-1,6,212.711324
-1,11,212.732459
-1.0,10,212.752943
-1.0,10,212.77199
-1.0,13,212.798305
-1,12,212.828452
-1.0,7,212.842552
-1.0,6,212.864242
-1.0,6,212.873625
-1.0,8,212.889837
-1.0,8,212.904172
-1,5,212.913071
-1.0,10,212.932886
-1.0,5,212.940601
-1,9,212.959854
-1,7,212.972797
-1.0,12,212.997297
-1.0,12,213.0196
-1.0,11,213.040198
-1,12,213.064767
-1.0,8,213.079136
-1,10,213.099508
-1.0,5,213.106916
-1,7,213.120557
1,8,213.137307
-1.0,13,213.162512
-1,12,213.189706
-1.0,14,213.220331
-1.0,3,213.224649
-1.0,12,213.250408
-1.0,7,213.263574
-1.0,10,213.281225
-1.0,7,213.293561
-1.0,8,213.307452
-1.0,8,213.325081
-1.0,8,213.344265
-1.0,11,213.363366
-1,7,213.37569
-1.0,3,213.383082
-1.0,7,213.396019
-1.0,5,213.403431
-1.0,9,213.417524
-1,10,213.438843
-1,5,213.44912
-1.0,14,213.478698
-1,10,213.497236
-1,9,213.518193
-1,11,213.541123
-1,7,213.553706
-1.0,5,213.562125
-1.0,9,213.578739
-1.0,7,213.593711
-1,6,213.61026
-1.0,7,213.621689
-1,11,213.646817
-1,5,213.655994
-1.0,7,213.669677
-1.0,9,213.684386
-1.0,11,213.706592
-1,10,213.730057
-1.0,7,213.742066
-1.0,12,213.763468
-1.0,10,213.785473
-1,12,213.809767
-1.0,7,213.821284
-1.0,7,213.833125
-1.0,9,213.852625
-1,4,213.858531
-1.0,9,213.88028
-1.0,14,213.907174
-1,9,213.927999
-1.0,11,213.949165
-1.0,6,213.958016
-1,8,213.97408
-1.0,4,213.983115
-1.0,12,214.008601
-1.0,10,214.02588
-1.0,5,214.033904
-1,4,214.040449
-1,13,214.070147
-1.0,5,214.077386
-1,8,214.091168
-1,10,214.111084
-1,4,214.120095
-1.0,5,214.131461
-1,6,214.144089
-1.0,11,214.16413
-1,11,214.187699
-1,9,214.203629
-1.0,10,214.223676
-1,6,214.236718
-1,14,214.266015
-1.0,13,214.293079
-1.0,9,214.308463
-1.0,7,214.323021
-1,10,214.348701
-1.0,9,214.364206
-1,3,214.369237
-1.0,4,214.375351
-1,11,214.400005
-1.0,12,214.422386
-1.0,11,214.444098
-1.0,11,214.468404
-1,6,214.478096
-1.0,11,214.499177
-1.0,5,214.506341
-1,8,214.523713
-1.0,10,214.543065
-1,16,214.580048
-1,7,214.596492
-1.0,7,214.611805
-1,12,214.636553
-1,13,214.665037
-1.0,8,214.678649
-1,9,214.69675
-1.0,12,214.721761
-1.0,7,214.735417
-1.0,8,214.747979
-1.0,12,214.768759
-1,10,214.790691
-1.0,10,214.809257
-1,12,214.832421
-1,6,214.852384
-1.0,7,214.865327
-1,10,214.885524
-1.0,8,214.899407
-1.0,12,214.921214
1,6,214.933071
-1.0,11,214.953184
-1.0,11,214.974633
-1.0,7,214.986565
-1.0,13,215.01434
-1.0,9,215.029051
-1,9,215.050074
1,7,215.064688
-1.0,13,215.089322
-1,7,215.102464
-1.0,10,215.123649
-1.0,14,215.156034
-1.0,3,215.159864
-1.0,9,215.17567
1,7,215.190648
-1,8,215.206362
-1.0,13,215.232574
-1.0,9,215.249808
-1.0,11,215.273256
-1.0,11,215.29277
1,8,215.307619
-1,7,215.321681
-1.0,13,215.347869
-1,8,215.362994
-1.0,10,215.385237
-1.0,9,215.407425
-1.0,9,215.4233
-1.0,5,215.430492
-1,5,215.439353
-1,7,215.452183
-1.0,10,215.470743
-1,8,215.484297
-1.0,10,215.502419
-1.0,10,215.520386
-1,7,215.536467
-1.0,12,215.557837
-1,8,215.571485
-1,9,215.589804
-1,11,215.612785
-1.0,11,215.635342
-1.0,8,215.653188
-1.0,6,215.665312
-1.0,10,215.687021
-1.0,10,215.704223
-1.0,8,215.720061
-1.0,6,215.730064
-1.0,11,215.751921
-1,9,215.769439
-1,12,215.798524
-1.0,8,215.812083
-1,4,215.818055
-1,9,215.834723
-1.0,13,215.861209
-1.0,8,215.875887
-1,9,215.891803
-1,11,215.917359
-1.0,15,215.953336
-1,4,215.95949
-1.0,11,215.983209
-1.0,10,216.003218
-1.0,8,216.016211
-1.0,12,216.04004
-1.0,8,216.055859
-1,12,216.080378
-1,13,216.106036
-1.0,10,216.125243
-1.0,11,216.145838
-1,3,216.150831
-1.0,9,216.167926
-1,13,216.193211
-1.0,9,216.210671
-1.0,8,216.223663
-1.0,9,216.238484
-1.0,16,216.271531
-1,9,216.287801
-1.0,13,216.312458
-1,8,216.327852
-1.0,7,216.341773
-1.0,8,216.355522
-1.0,6,216.364304
-1,6,216.375461
-1.0,8,216.390116
-1,5,216.398309
-1.0,9,216.414565
-1,7,216.426161
-1.0,5,216.435483
-1.0,13,217.849384
-1.0,7,217.864615
-1,7,217.882998
-1,7,217.902312
-1,6,217.917659
-1.0,9,217.941847
-1.0,14,217.980564
-1.0,15,218.021692
-1.0,9,218.042352
-1.0,17,218.080837
-1,6,218.092751
-1.0,14,218.123934
-1,14,218.156171
-1.0,15,218.193144
-1.0,18,218.237719
-1,7,218.250381
-1.0,17,218.29796
-1,7,218.313278
-1.0,10,218.333364
-1.0,10,218.354765
-1.0,9,218.373945
-1.0,12,218.400162
-1,13,218.430198
-1.0,9,218.451076
-1.0,4,218.45809
-1.0,13,218.487201
-1.0,13,218.514679
-1.0,6,218.525527
-1,11,218.550149
-1.0,8,218.567126
-1.0,12,218.592579
-1,7,218.605685
-1.0,10,218.627562
-1,12,218.657232
-1.0,12,218.68682
-1.0,11,218.715161
-1.0,13,218.745299
-1.0,12,218.776821
-1,11,218.804253
-1,8,218.822489
-1,8,218.8412
-1,9,218.861494
-1.0,9,218.88032
-1.0,11,218.908075
-1.0,7,218.923242
-1.0,15,218.962096
-1,7,218.985959
-1.0,12,219.013459
-1.0,8,219.032127
-1,8,219.05038
-1,8,219.067699
-1.0,13,219.101474
-1,12,219.129613
-1.0,5,219.139319
-1.0,6,219.151341
-1,8,219.170536
-1,7,219.187121
-1,13,219.218476
-1,6,219.230965
-1.0,14,219.26457
-1.0,11,219.287178
-1,10,219.308933
-1,9,219.327249
-1.0,9,219.346132
-1.0,10,219.371573
-1.0,5,219.38141
-1,3,219.387543
-1.0,7,219.402463
-1,7,219.42203
-1,8,219.442305
1,6,219.455075
-1.0,6,219.466142
-1.0,13,219.511333
-1.0,16,219.553691
-1.0,11,219.578004
-1.0,9,219.595986
-1,8,219.61863
-1,10,219.648048
-1.0,8,219.666022
-1.0,9,219.68456
-1,13,219.719
-1.0,12,219.745715
-1.0,9,219.764014
-1,12,219.794106
-1.0,11,219.81763
-1,6,219.830684
-1.0,12,219.856966
-1.0,17,219.896499
-1.0,14,219.929064
-1.0,7,219.943283
-1.0,11,219.967268
-1.0,12,219.992998
-1,13,220.022154
-1,7,220.036216
-1.0,6,220.048989
-1,9,220.06741
-1.0,8,220.083028
-1,12,220.1121
-1.0,10,220.134308
-1,6,220.146196
-1.0,9,220.166934
-1,12,220.195155
-1.0,6,220.205992
-1.0,13,220.238654
-1.0,6,220.249925
-1.0,9,220.267266
-1.0,7,220.280332
-1.0,18,220.348396
-1.0,6,220.368573
-1.0,7,220.387576
-1,11,220.417994
-1.0,8,220.439584
-1,6,220.45205
-1.0,12,220.477213
-1,8,220.496819
-1.0,10,220.51853
-1,4,220.525602
-1.0,8,220.543101
-1,6,220.555796
-1.0,9,220.580531
-1.0,9,220.597631
-1.0,12,220.634425
-1,12,220.662068
-1.0,6,220.674864
-1,12,220.707624
-1.0,13,220.735629
-1.0,6,220.747389
-1.0,7,220.764452
-1.0,10,220.786716
-1.0,9,220.807402
-1.0,12,220.841139
-1,9,220.863779
-1,6,220.877265
-1,8,220.898538
-1.0,11,220.927359
-1.0,9,220.950476
-1,10,220.985558
-1.0,6,221.002468
-1,10,221.036162
-1.0,8,221.0569
-1.0,12,221.093493
-1.0,6,221.108323
1,8,221.136829
-1.0,10,221.162649
-1.0,6,221.179411
-1.0,6,221.192528
-1,13,221.228321
-1.0,4,221.238709
-1.0,10,221.263156
-1.0,11,221.293672
-1.0,9,221.317904
-1,7,221.335436
-1,9,221.357877
-1.0,14,221.399425
-1.0,8,221.419166
-1,11,221.448747
-1.0,9,221.472631
-1,7,221.489237
-1,5,221.502534
-1.0,9,221.526974
-1.0,8,221.547601
-1.0,12,221.584521
-1.0,8,221.615229
-1,10,221.640663
-1.0,7,221.660002
-1,8,221.682553
-1,10,221.710014
-1,15,221.754159
-1,8,221.770511
-1,5,221.780489
-1.0,6,221.794746
-1.0,10,221.817464
-1,4,221.8249
-1,7,221.840434
-1.0,6,221.851458
-1,5,221.863037
-1.0,9,221.882827
-1,12,221.910059
-1.0,10,221.933428
-1,13,221.965266
1,9,221.989785
-1.0,9,222.012897
-1.0,13,222.044345
-1.0,7,222.060113
-1,5,222.071564
-1,9,222.091272
-1,8,222.109124
-1,8,222.127294
-1,8,222.153534
-1,9,222.173956
-1,12,222.206162
-1.0,14,222.24298
-1,6,222.258795
-1,14,222.294704
-1,7,222.309119
-1.0,11,222.336632
-1.0,11,222.362559
-1.0,10,222.391314
-1.0,9,222.416612
-1.0,7,222.430214
-1,10,222.453354
1,7,222.470539
-1.0,15,222.506433
-1.0,8,222.525772
-1,14,222.562993
-1.0,9,222.582595
-1.0,9,222.605118
-1,6,222.619224
-1,10,222.643788
-1.0,5,222.652403
-1.0,19,222.710053
-1.0,15,222.750279
1,8,222.767572
-1.0,13,222.803323
-1.0,6,222.816703
-1.0,4,222.823854
-1,8,224.532604
-1.0,9,224.560104
-1,9,224.580417
-1,7,224.596382
-1,10,224.617604
-1.0,7,224.632311
-1.0,8,224.650141
-1.0,7,224.665229
-1,9,224.687679
-1.0,8,224.705841
-1,10,224.729276
-1.0,16,224.772833
-1.0,9,224.790878
-1,9,224.810666
-1.0,7,224.827801
-1.0,13,224.875681
-1,7,224.896487
-1,8,224.919257
-1.0,12,224.953039
-1.0,7,224.973633
-1,8,224.998881
-1.0,6,225.014715
-1.0,6,225.029564
-1.0,11,225.062913
-1.0,13,225.099098
-1.0,10,225.122309
-1.0,14,225.15737
-1,7,225.17351
-1.0,11,225.198121
-1.0,14,225.229102
-1.0,8,225.245304
-1.0,8,225.262813
-1.0,12,225.288547
-1.0,6,225.299154
-1,4,225.307534
1,7,225.324225
-1.0,11,225.345709
-1,12,225.373968
-1.0,12,225.405833
-1.0,8,225.420373
-1.0,14,225.451386
-1,11,225.473573
-1,9,225.491954
-1.0,10,225.512436
-1.0,10,225.533317
-1.0,9,225.548654
-1.0,11,225.567945
-1.0,5,225.578797
-1.0,9,225.593456
-1.0,16,225.627607
-1.0,11,225.650358
-1,10,225.676115
-1.0,8,225.689559
-1.0,8,225.702503
-1.0,12,225.73109
-1.0,14,225.759111
-1.0,11,225.780764
1,7,225.796006
-1.0,5,225.803313
-1,7,225.815547
-1.0,14,225.844959
-1,7,225.857463
-1.0,11,225.877842
-1,12,225.90225
-1.0,12,225.927772
-1,6,225.938629
-1.0,9,225.954116
1,6,225.965904
-1.0,8,225.979995
-1.0,12,226.005653
-1.0,10,226.025882
-1.0,5,226.03378
-1,6,226.045936
-1,12,226.0714
-1.0,9,226.086707
-1.0,8,226.099306
-1,5,226.109983
-1.0,14,226.140881
-1,10,226.161998
-1.0,10,226.183034
-1.0,13,226.211634
-1.0,12,226.236908
-1,8,226.256232
-1,9,226.276874
-1,9,226.296528
-1.0,10,226.31741
-1.0,7,226.330062
-1.0,14,226.363737
-1.0,10,226.385555
-1.0,13,226.419107
-1,8,226.437626
-1,9,226.461596
-1,5,226.473284
-1,8,226.493806
-1.0,8,226.51527
-1,8,226.533939
-1.0,9,226.561114
-1.0,17,226.611445
-1.0,17,226.65787
-1.0,14,226.694891
-1,8,226.721382
-1.0,6,226.734347
-1.0,7,226.74827
-1.0,4,226.753832
-1.0,10,226.77446
-1,8,226.788785
-1.0,9,226.805962
-1.0,12,226.839557
-1.0,9,226.861469
-1,13,226.89461
-1,8,226.912815
-1.0,11,226.937563
-1,7,226.952098
1,6,226.963641
-1,6,226.975409
-1.0,14,227.009531
-1.0,7,227.021206
-1.0,12,227.050069
-1,9,227.07084
-1,10,227.101376
-1.0,9,227.121286
-1,8,227.137215
-1.0,17,227.177698
-1.0,9,227.192785
-1,4,227.199386
-1.0,8,227.216229
-1.0,11,227.243737
-1.0,11,227.271781
-1,6,227.284978
-1.0,6,227.300809
-1.0,13,227.333148
-1.0,14,227.368667
-1.0,9,227.389736
-1,12,227.418262
-1,6,227.43407
-1.0,13,227.468406
-1,5,227.478934
-1.0,10,227.501917
-1.0,5,227.516845
-1.0,10,227.53929
-1.0,4,227.54564
-1.0,6,227.556784
-1.0,10,227.578862
-1.0,12,227.603156
-1.0,7,227.616497
-1.0,10,227.636659
-1.0,11,227.658414
-1.0,9,227.674011
-1,9,227.692886
-1.0,9,227.713217
-1,6,227.727046
-1,8,227.749205
-1.0,10,227.776289
1,6,227.791307
-1.0,8,227.807554
-1,4,227.8161
-1,11,227.847098
-1,10,227.870521
-1,16,227.914681
-1.0,12,227.945414
-1,11,227.977497
-1.0,15,228.017216
-1.0,6,228.031552
-1,11,228.059618
-1,11,228.078822
-1,11,228.100694
-1,5,228.109576
-1.0,13,228.132111
-1.0,7,228.143752
-1,16,228.179209
-1.0,12,228.199739
-1.0,7,228.20985
-1,10,228.229343
-1.0,6,228.23835
-1,14,228.265979
-1.0,14,228.296097
-1,9,228.31831
-1,9,228.334429
-1,13,228.360442
-1.0,11,228.381803
-1,8,228.39433
-1.0,8,228.406132
-1.0,6,228.415715
-1,10,228.434036
-1.0,11,228.454884
-1.0,8,228.467091
-1.0,13,228.489196
-1,8,228.506033
-1.0,10,228.524296
-1,6,228.533298
-1.0,10,228.550391
-1.0,7,228.563473
-1,7,228.578106
-1.0,7,228.591252
-1.0,11,228.608875
-1.0,11,228.629669
-1.0,3,228.633431
-1,10,228.651286
-1,10,228.668108
-1.0,8,228.681362
-1,10,228.700905
-1,3,228.705143
-1,12,228.729598
-1.0,9,228.74335
-1,5,228.750598
-1,12,228.776225
-1.0,7,228.787023
-1.0,11,228.805059
-1.0,10,228.823273
-1,11,228.852577
-1,6,228.863463
-1,13,228.887373
-1,11,228.910391
-1.0,6,228.919765
-1,6,228.928844
-1.0,11,228.94821
-1.0,6,228.95721
-1,8,228.973111
-1,9,228.991826
-1.0,9,230.455144
-1.0,8,230.467333
-1.0,6,230.475761
-1,5,230.483227
-1.0,11,230.502303
-1.0,13,230.525582
-1.0,9,230.538613
-1.0,11,230.557107
-1.0,8,230.569791
-1,10,230.593365
-1.0,9,230.607656
-1.0,15,230.635181
-1.0,12,230.655208
-1.0,7,230.664943
1,9,230.680059
-1,11,230.701601
-1.0,13,230.72561
-1.0,16,230.755434
-1.0,12,230.7793
-1.0,11,230.800049
-1.0,12,230.828129
-1.0,9,230.851735
-1.0,11,230.881744
-1.0,10,230.901589
-1.0,11,230.929679
-1.0,6,230.9389
-1.0,10,230.957548
-1.0,4,230.964636
-1.0,5,230.971729
-1.0,13,230.994254
-1.0,11,231.015311
-1,10,231.034252
-1,7,231.046463
-1.0,9,231.062134
-1.0,12,231.084494
-1.0,10,231.102287
-1,7,231.115329
-1,10,231.134385
-1,7,231.150255
-1,9,231.170741
-1.0,6,231.17961
-1.0,9,231.195015
-1.0,11,231.216288
-1,10,231.236829
-1.0,11,231.256011
-1,13,231.283504
-1,6,231.296604
-1,4,231.305237
-1,7,231.319046
-1.0,13,231.350505
-1.0,7,231.366702
-1,9,231.387767
-1,6,231.403017
-1,7,231.420896
-1,9,231.444357
-1,6,231.456709
-1.0,12,231.479091
-1,10,231.498658
-1,7,231.509789
-1,10,231.530253
-1.0,13,231.556429
-1,9,231.574323
-1,9,231.589759
-1.0,12,231.61224
-1,9,231.627759
-1.0,9,231.644205
-1,11,231.663709
-1,7,231.676839
-1.0,10,231.696304
-1.0,5,231.704837
-1,8,231.719689
1,6,231.730688
-1.0,10,231.74943
1,5,231.757573
-1,3,231.762011
-1.0,13,231.787684
-1.0,11,231.806175
-1,6,231.815402
-1,6,231.82447
-1,9,231.84094
-1.0,14,231.866642
-1.0,8,231.880543
-1,5,231.887667
-1,15,231.917701
-1.0,5,231.924299
-1.0,4,231.929572
-1.0,15,231.957191
-1,12,231.982048
-1.0,8,231.995025
-1.0,6,232.003101
-1.0,8,232.016306
-1.0,10,232.034691
-1.0,7,232.046828
-1.0,17,232.082835
-1,7,232.101348
-1.0,13,232.134403
-1.0,12,232.165444
-1.0,6,232.175243
-1.0,7,232.189733
-1.0,8,232.203812
-1.0,10,232.220753
-1.0,14,232.250298
-1.0,7,232.260346
-1,9,232.275583
-1.0,13,232.304803
-1,9,232.326705
-1.0,17,232.375661
-1.0,9,232.397578
-1.0,6,232.40789
-1.0,12,232.433659
-1.0,5,232.440578
-1.0,15,232.468173
-1,7,232.483228
-1.0,13,232.507634
-1,7,232.520718
-1.0,11,232.539834
-1,13,232.573862
-1,10,232.59283
-1.0,13,232.61949
-1.0,14,232.64995
-1.0,6,232.659443
-1.0,8,232.673634
-1.0,9,232.689947
-1,10,232.709965
-1.0,10,232.730056
-1,10,232.754979
-1,6,232.773122
-1.0,9,232.803954
-1.0,9,232.830323
-1.0,8,232.855646
-1.0,11,232.887831
-1.0,7,232.903036
-1,7,232.919864
-1,7,232.93756
-1,12,232.977201
-1.0,7,232.990392
-1,11,233.021931
-1.0,7,233.043712
-1,13,233.085542
-1,8,233.103834
-1.0,12,233.130056
-1.0,8,233.147008
-1.0,7,233.162823
-1.0,10,233.185871
-1,10,233.21391
-1.0,11,233.248034
-1,12,233.293753
-1,5,233.311189
-1,9,233.338706
-1.0,6,233.359788
-1.0,2,233.367427
-1,13,233.410932
-1.0,8,233.430565
-1,7,233.444213
-1.0,7,233.457802
-1.0,8,233.474963
-1,7,233.49156
-1.0,10,233.514074
-1,12,233.541697
-1,7,233.560541
-1,14,233.609185
-1,11,233.646818
-1.0,6,233.659456
-1,10,233.68503
-1.0,12,233.713135
-1.0,8,233.730267
-1.0,5,233.740988
-1,8,233.76142
-1,12,233.787036
-1.0,11,233.806196
-1,7,233.818758
-1,5,233.825771
-1.0,16,233.853128
-1.0,7,233.864436
-1,8,233.876442
-1.0,9,233.892516
-1,13,233.918918
-1.0,7,233.928423
-1,8,233.940211
-1.0,9,233.955663
-1,7,233.97002
-1.0,13,233.992986
-1.0,13,234.018928
-1,9,234.040118
1,8,234.057789
-1.0,14,234.095192
-1.0,11,234.121492
-1.0,4,234.130297
-1.0,6,234.141986
-1.0,7,234.157264
-1.0,11,234.189799
-1,6,234.202953
-1,6,234.219232
-1.0,9,234.240283
-1,12,234.272981
-1.0,8,234.287307
-1,5,234.295323
-1.0,10,234.312399
-1.0,4,234.318954
-1,8,234.33235
-1.0,12,234.353064
-1.0,9,234.369863
-1.0,5,234.378171
-1.0,8,234.390804
-1.0,8,234.40401
-1.0,6,234.413015
-1.0,7,234.424179
-1.0,7,234.434827
-1.0,8,234.44674
-1.0,11,234.465121
-1.0,11,234.483335
-1.0,7,234.493022
-1.0,17,234.526922
-1,10,234.543502
-1,6,234.557489
-1,11,234.57665
-1,15,234.60464
-1,11,234.623381
-1.0,7,234.635066
-1,11,234.653875
-1.0,13,234.675217
-1,9,234.690709
-1,11,236.029566
-1.0,12,236.060872
-1,10,236.092589
-1,11,236.125517
-1.0,6,236.140517
-1.0,14,236.174079
-1.0,8,236.191955
-1,10,236.216719
-1.0,17,236.255038
-1,5,236.263463
-1.0,10,236.285875
-1.0,14,236.313739
-1.0,16,236.356429
-1.0,11,236.37754
-1.0,11,236.397287
-1,3,236.404188
-1.0,14,236.433443
-1.0,7,236.444582
-1.0,12,236.469807
-1,13,236.500026
-1.0,6,236.509642
-1.0,11,236.529982
-1,9,236.550334
-1,6,236.561079
-1.0,8,236.57543
-1.0,8,236.590687
-1,16,236.64147
-1,10,236.664383
-1,5,236.676516
-1.0,13,236.70762
-1.0,12,236.736763
-1.0,9,236.756752
-1.0,7,236.770438
-1,5,236.778867
-1.0,6,236.788671
-1,10,236.810497
-1,11,236.834766
-1.0,12,236.858817
1,5,236.869906
-1.0,9,236.894144
-1.0,12,236.917524
-1.0,11,236.94095
-1.0,10,236.96064
-1,10,236.979881
-1.0,15,237.017039
-1,10,237.039401
-1.0,4,237.045272
-1,6,237.05589
-1,6,237.065146
-1.0,9,237.083238
-1.0,7,237.095685
-1.0,12,237.120076
-1,8,237.134476
-1.0,11,237.156161
-1,8,237.171695
-1,6,237.182669
-1.0,10,237.201518
-1,7,237.214275
-1.0,7,237.226245
-1,9,237.243119
-1.0,7,237.255012
-1.0,8,237.268486
1,8,237.28352
-1,12,237.308241
-1.0,14,237.336783
-1.0,11,237.358393
-1,5,237.367154
-1,12,237.392944
-1.0,11,237.414334
-1.0,5,237.422571
-1.0,16,237.456783
-1.0,12,237.481535
-1,9,237.498967
-1.0,6,237.508332
-1.0,6,237.517961
-1,9,237.53496
-1,5,237.543083
-1,5,237.551165
-1.0,10,237.569099
-1.0,7,237.580773
1,8,237.595582
-1.0,10,237.613543
-1.0,8,237.62771
-1.0,14,237.657549
-1.0,8,237.673031
-1,8,237.690537
-1.0,12,237.717118
-1.0,11,237.741227
-1.0,11,237.766354
-1,5,237.775162
-1.0,11,237.797128
-1,13,237.823418
-1,6,237.833674
-1.0,11,237.853793
-1.0,7,237.865365
-1.0,6,237.875077
-1.0,12,237.897428
