#{"t_start": 1642525102.3269677, "env_id": "Ataxx-v0"}
r,l,t
1,3,2085.830969
1,3,2085.835507
1,4,2085.843309
1,4,2085.852417
1,4,2085.859091
1,6,2085.869354
1,4,2085.875832
1,3,2085.880401
1,3,2085.884939
1,3,2085.889671
1,3,2085.894488
1,4,2085.901722
1,4,2085.908406
-1,14,2085.935097
1,3,2085.939964
1,3,2085.944598
1,4,2085.950958
-1,15,2085.97948
-1,11,2086.001958
1,3,2086.006752
1,4,2086.013407
1,4,2086.019683
-1.0,15,2086.048469
1,3,2086.053446
1,4,2086.059943
1,3,2086.064714
1,3,2086.069358
1,3,2086.074083
1,3,2086.07884
1,4,2086.085185
1,4,2086.091604
1,4,2086.097951
1,4,2086.104297
1,3,2086.109068
1,5,2086.117146
1,3,2086.121788
1,5,2086.131255
-1,15,2086.161353
1,4,2086.167705
1,4,2086.174103
1,3,2086.178805
1,4,2086.185138
1,4,2086.192345
-1.0,13,2086.215344
1,3,2086.220146
1,4,2086.226372
1,3,2086.231161
1,3,2086.235884
1,4,2086.242343
1,3,2086.248517
1,3,2086.253448
-1.0,13,2086.278826
1,4,2086.285651
-1,14,2086.313744
1,4,2086.320337
1,4,2086.326725
1,4,2086.333999
1,3,2086.338811
1,3,2086.343471
1,3,2086.348175
1,4,2086.354738
1,4,2086.361159
1,4,2086.367658
1,3,2086.372366
1,4,2086.378715
1,3,2086.383404
1,3,2086.388037
1,3,2086.39278
1,3,2086.397563
1,3,2086.402323
1,4,2086.408714
1,4,2086.415314
1,3,2086.420096
1,4,2086.426728
1,3,2086.432721
1,4,2086.439687
1,4,2086.4792
1,4,2086.485711
-1,11,2086.50688
1,4,2086.514197
1,6,2086.526029
1,4,2086.532631
1,4,2086.538998
-1,15,2086.571138
1,4,2086.577811
1,3,2086.582532
1,3,2086.587385
1,3,2086.59209
1,3,2086.596802
1,3,2086.601363
1,3,2086.606649
1,3,2086.6117
-1,14,2086.638389
1,3,2086.643214
1,4,2086.649571
1,4,2086.655845
1,4,2086.66229
-1.0,5,2086.669509
1,4,2086.676083
1,4,2086.682583
1,4,2086.689054
1,3,2086.69363
1,3,2086.698182
1,5,2086.706099
1,4,2086.712496
1,3,2086.717163
1,3,2086.721754
1,5,2086.730073
-1.0,4,2086.735388
1,4,2086.741634
1,3,2086.746334
1,4,2086.752806
-1,15,2086.783671
1,4,2086.790117
1,4,2086.79647
1,3,2086.801275
1,4,2086.807495
1,4,2086.813743
1,4,2086.821064
1,3,2086.825781
1,3,2086.830475
1,3,2086.835584
1,3,2086.840647
1,3,2086.84517
-1.0,6,2086.854264
-1,15,2086.882417
1,3,2086.887128
1,4,2086.893466
1,3,2086.898304
1,4,2086.90457
1,4,2086.910983
1,3,2086.915605
1,4,2086.922164
1,4,2086.928645
-1.0,10,2086.948523
1,3,2086.953375
1,4,2086.959909
-1.0,14,2086.986084
-1,14,2087.013268
1,3,2087.018102
-1,15,2087.046619
1,4,2087.053037
1,3,2087.057832
1,4,2087.06409
1,3,2087.068809
1,3,2087.074836
1,3,2087.079952
1,3,2087.085718
-1,14,2087.11245
-1.0,4,2087.117977
-1,16,2087.1518
1,4,2087.15881
1,4,2087.16527
1,5,2087.173705
1,3,2087.178551
1,3,2087.183326
1,4,2087.189548
1,3,2087.194382
1,3,2087.199143
1,3,2087.203836
1,4,2087.211078
-1.0,2,2087.215119
1,3,2087.220547
1,3,2087.225178
1,4,2087.231517
1,5,2087.239725
1,5,2087.249635
1,4,2087.25624
1,3,2087.261086
1,4,2087.267721
1,6,2087.278361
1,5,2087.28701
1,4,2087.293378
1,3,2087.298161
-1,9,2087.317471
1,3,2087.322189
1,5,2087.330389
1,5,2087.338551
1,7,2087.350686
1,4,2087.357239
1,4,2087.36371
1,3,2087.368508
1,3,2087.373395
-1.0,15,2087.404011
1,4,2087.410527
1,4,2087.416939
1,3,2087.421645
1,3,2087.42632
1,4,2087.432966
1,3,2087.437531
1,5,2087.445596
1,4,2087.452053
1,3,2087.457543
1,3,2087.462304
1,3,2087.467095
1,3,2087.471976
1,4,2087.478319
1,4,2087.484611
-1.0,4,2087.490196
1,3,2087.494726
1,3,2087.499428
-1,13,2087.525608
1,4,2087.532635
1,3,2087.537489
1,4,2087.543952
1,4,2087.550556
1,3,2087.555197
1,3,2087.560012
1,5,2087.568042
1,4,2087.574387
1,4,2087.580971
1,3,2087.585773
1,4,2087.592094
1,3,2087.5968
1,4,2087.603163
1,3,2087.607985
-1,12,2087.630761
1,3,2087.635434
1,3,2087.640275
1,4,2087.646426
1,4,2087.65276
1,3,2087.657401
1,3,2087.662051
1,4,2087.668944
1,3,2087.674822
1,3,2087.680169
1,3,2087.684949
1,4,2087.691363
1,4,2087.6978
-1,14,2087.724034
-1.0,8,2087.736867
-1.0,10,2087.755507
1,3,2087.761287
1,3,2087.766334
-1.0,4,2087.771819
1,3,2087.776546
1,4,2087.783657
1,3,2087.788733
1,3,2087.793465
1,3,2087.798417
1,3,2087.80307
1,4,2087.809274
1,3,2087.81383
1,3,2087.818487
1,4,2087.824654
1,3,2087.829331
1,4,2087.835785
1,4,2087.843481
1,4,2087.851001
1,4,2087.857238
-1,13,2087.88097
1,3,2087.885728
1,3,2087.890523
-1.0,15,2087.920115
1,3,2087.924814
-1.0,15,2087.951309
1,3,2087.956062
1,4,2087.96258
1,4,2087.968987
1,3,2087.973895
1,4,2087.980232
1,4,2087.986471
1,3,2087.991305
1,3,2087.996083
1,4,2088.002408
1,4,2088.009
1,3,2088.01378
-1.0,4,2088.019126
1,4,2088.025268
1,4,2088.031488
1,3,2088.03619
1,4,2088.042679
1,3,2088.047506
1,3,2088.052081
1,3,2088.056803
1,3,2088.061514
1,3,2088.066195
1,3,2088.07107
1,4,2088.077289
1,5,2088.085291
1,3,2088.090111
1,3,2088.094683
1,4,2088.101004
1,4,2088.107455
1,4,2088.113994
1,4,2088.120129
1,3,2088.124951
1,3,2088.129646
1,4,2088.136031
1,3,2088.140619
1,5,2088.148562
1,3,2088.153326
1,4,2088.159657
1,3,2088.16434
1,3,2088.169089
1,4,2088.175601
1,3,2088.180328
1,3,2088.185029
-1,15,2088.248633
-1,14,2088.275871
-1.0,4,2088.282063
1,3,2088.287314
1,3,2088.292024
1,3,2088.296854
1,6,2088.307267
1,5,2088.315461
1,4,2089.421901
1,6,2089.43308
1,3,2089.437758
1,4,2089.443852
1,4,2089.44995
1,3,2089.454597
1,4,2089.460743
1,4,2089.466848
1,4,2089.473162
1,3,2089.477998
1,3,2089.482831
1,4,2089.488976
-1.0,15,2089.516115
1,4,2089.52346
1,4,2089.530175
1,5,2089.538538
1,3,2089.543372
1,3,2089.548084
1,4,2089.554336
-1,13,2089.581595
1,3,2089.586493
1,3,2089.591196
-1,10,2089.60959
1,3,2089.614426
1,5,2089.622532
1,5,2089.631157
1,3,2089.635875
1,4,2089.642373
-1.0,10,2089.65921
1,3,2089.663933
1,3,2089.668506
1,3,2089.673215
1,3,2089.678171
1,6,2089.688559
-1.0,14,2089.714039
1,5,2089.724718
1,5,2089.733364
1,3,2089.738271
1,5,2089.74728
1,3,2089.753027
1,3,2089.757762
-1,13,2089.783548
-1.0,16,2089.813318
1,3,2089.818133
-1.0,9,2089.833099
1,4,2089.839402
1,4,2089.845798
1,3,2089.85041
1,4,2089.856771
1,3,2089.861618
1,3,2089.8666
1,3,2089.872115
-1.0,7,2089.884489
1,3,2089.889387
1,4,2089.895594
-1,14,2089.922339
-1,16,2089.954566
1,3,2089.959232
1,4,2089.96567
1,4,2089.972145
1,3,2089.976872
1,4,2089.983282
1,4,2089.989831
1,4,2089.996149
-1.0,15,2090.023671
1,5,2090.034023
-1,15,2090.063376
1,3,2090.068221
1,3,2090.072769
1,3,2090.077453
1,4,2090.083821
1,3,2090.088662
1,3,2090.093357
1,3,2090.098037
1,4,2090.104671
1,4,2090.110915
1,4,2090.117246
1,3,2090.121979
1,3,2090.126677
1,3,2090.131498
-1.0,2,2090.133949
1,3,2090.138469
1,4,2090.144598
1,3,2090.149339
1,3,2090.154091
1,3,2090.158663
-1.0,5,2090.165732
1,4,2090.172168
1,3,2090.176851
1,3,2090.181626
1,3,2090.186288
1,4,2090.192809
1,4,2090.199336
1,4,2090.205583
-1.0,13,2090.22856
1,3,2090.23333
1,4,2090.239791
1,3,2090.245471
1,4,2090.252221
1,3,2090.257056
1,3,2090.261856
1,3,2090.26645
1,5,2090.274309
1,3,2090.279063
-1.0,5,2090.28624
1,3,2090.290812
1,3,2090.295546
1,3,2090.300298
1,3,2090.305005
1,4,2090.311533
1,3,2090.316359
1,3,2090.321044
1,4,2090.327372
1,4,2090.333834
1,3,2090.338618
1,3,2090.343884
-1,14,2090.370924
1,4,2090.37727
1,6,2090.387335
1,3,2090.392201
1,5,2090.40027
1,3,2090.404939
1,3,2090.409632
1,3,2090.414401
1,4,2090.420655
1,4,2090.427039
-1.0,12,2090.447852
1,3,2090.452682
-1.0,5,2090.459521
1,4,2090.465897
1,4,2090.472157
1,3,2090.47691
1,4,2090.48331
1,4,2090.489773
1,3,2090.494433
1,4,2090.500852
1,3,2090.505577
-1,10,2090.525548
1,3,2090.531661
1,3,2090.538981
1,4,2090.545442
1,4,2090.551566
1,3,2090.55642
-1.0,8,2090.573128
1,4,2090.579544
1,4,2090.585916
1,3,2090.592183
1,3,2090.598593
1,3,2090.603589
1,4,2090.609857
1,4,2090.616097
-1,5,2090.625256
1,4,2090.633015
1,3,2090.637878
1,3,2090.642636
1,3,2090.647439
-1.0,5,2090.657631
-1,14,2090.685704
1,3,2090.690526
1,3,2090.695207
1,3,2090.699759
1,4,2090.706255
-1.0,4,2090.711554
1,3,2090.71626
1,6,2090.726182
1,4,2090.732779
1,4,2090.739239
1,3,2090.744054
-1.0,6,2090.752806
1,3,2090.757729
1,4,2090.765255
1,6,2090.776576
1,3,2090.781488
1,3,2090.786341
1,4,2090.792603
1,3,2090.797273
1,4,2090.803512
1,3,2090.808208
1,3,2090.813015
-1,14,2090.838623
1,3,2090.844116
1,4,2090.850614
1,4,2090.857001
1,3,2090.861691
1,4,2090.868005
1,3,2090.872644
1,3,2090.877333
1,4,2090.883936
1,4,2090.890188
1,3,2090.894874
1,4,2090.901116
1,4,2090.907544
1,3,2090.912638
1,3,2090.919255
1,6,2090.92971
1,3,2090.934609
1,4,2090.941758
-1,15,2090.971848
1,3,2090.976524
1,4,2090.983729
1,4,2090.990165
-1.0,15,2091.017125
1,4,2091.023538
1,3,2091.028234
-1,16,2091.096389
1,4,2091.103275
1,3,2091.107959
1,4,2091.11432
1,4,2091.120754
1,3,2091.125449
1,3,2091.13027
1,4,2091.138703
1,4,2091.145195
1,4,2091.151658
-1.0,11,2091.169856
1,3,2091.174588
1,3,2091.179354
1,4,2091.185677
1,4,2091.192153
-1,16,2091.222565
1,3,2091.229308
1,4,2091.236058
1,4,2091.242383
-1.0,4,2091.249081
1,4,2091.255332
1,4,2091.261729
1,3,2091.266376
-1.0,8,2091.280062
1,3,2091.284834
1,3,2091.289706
1,3,2091.294527
1,3,2091.299245
-1.0,5,2091.306535
1,3,2091.311241
1,4,2091.318087
1,4,2091.326977
1,4,2091.333555
1,4,2091.340087
-1.0,14,2091.365597
1,3,2091.370414
1,3,2091.374973
1,4,2091.381627
1,4,2091.388159
1,3,2091.392875
1,4,2091.399191
-1.0,6,2091.408166
1,3,2091.412896
1,3,2091.417676
-1.0,5,2091.426379
1,5,2091.436134
1,4,2091.443471
1,4,2091.449811
1,3,2091.454492
1,5,2091.462637
1,4,2091.469119
-1.0,5,2091.476378
-1.0,14,2091.500515
1,3,2091.505363
-1,13,2091.534364
1,3,2091.539285
1,3,2091.544148
1,5,2091.552527
-1.0,13,2091.576593
1,4,2091.583297
-1,14,2091.608662
1,4,2091.615091
-1.0,4,2091.620386
1,4,2091.626674
1,3,2091.631508
1,4,2091.639165
1,3,2091.644524
1,4,2091.651139
1,3,2091.655996
1,4,2091.6626
1,3,2091.667357
1,4,2091.67381
1,3,2091.678647
1,5,2091.686621
1,4,2091.693141
1,4,2091.69986
1,3,2091.705567
1,3,2091.710278
1,3,2091.715166
1,3,2091.719888
1,4,2091.726706
1,3,2091.733526
1,5,2091.741999
1,3,2091.746828
1,5,2091.754978
-1,12,2091.778228
1,4,2091.784636
1,3,2091.789373
1,4,2091.796158
1,6,2091.807243
-1,16,2091.839675
-1.0,12,2091.861477
1,4,2091.867978
1,4,2091.874583
1,3,2091.879275
-1,13,2091.90294
1,4,2091.909949
1,3,2091.914906
1,3,2091.919735
-1.0,14,2091.945272
1,4,2091.951759
1,3,2091.956577
1,4,2091.962964
1,3,2091.967657
1,3,2091.972347
1,3,2091.977051
1,3,2091.981755
1,5,2091.989999
1,3,2091.994776
1,3,2091.999347
1,3,2092.004073
1,3,2092.008645
-1.0,8,2092.021439
1,4,2092.027798
1,4,2092.034168
-1.0,15,2092.063069
1,3,2092.067912
1,4,2092.074166
1,3,2092.078722
1,3,2092.083437
1,3,2092.088318
1,3,2092.093076
1,4,2092.099254
1,3,2092.104113
1,4,2092.111261
1,3,2092.115988
1,3,2092.120519
-1.0,7,2092.131465
-1,12,2092.154193
1,3,2092.159077
1,3,2092.163867
1,3,2092.168588
1,3,2092.173133
1,4,2092.179493
1,4,2092.185694
1,3,2092.19048
1,4,2092.197333
1,3,2092.204026
1,3,2092.20896
1,3,2092.213607
1,3,2092.218384
1,4,2092.224661
1,3,2092.229317
1,3,2092.233871
1,4,2092.240243
-1,11,2092.262852
-1,12,2092.285783
1,4,2092.292355
1,3,2092.297169
1,4,2092.303653
1,3,2092.308493
-1,12,2092.331686
1,3,2092.337886
1,3,2092.343664
-1.0,5,2092.350736
1,3,2092.355459
1,3,2092.360157
-1,14,2092.385903
1,3,2092.390797
1,4,2092.396956
1,3,2092.402129
1,4,2092.40909
1,3,2092.413942
1,4,2092.420382
1,4,2092.427359
-1,13,2092.454533
1,3,2092.459384
1,3,2092.464216
1,3,2092.468932
1,3,2092.47365
1,4,2092.480009
1,3,2092.48502
1,3,2092.491152
1,3,2092.496741
1,4,2092.503237
1,3,2092.507938
-1.0,6,2092.516684
-1,11,2092.539093
1,3,2092.543931
1,3,2092.549536
1,3,2092.554267
1,3,2092.558829
-1.0,13,2092.581916
1,3,2092.586642
1,3,2092.591413
1,4,2092.597911
-1.0,13,2092.621356
-1.0,12,2092.643782
1,4,2092.651527
1,3,2092.656355
1,4,2092.662772
1,4,2092.669117
-1.0,5,2092.676169
1,3,2092.680721
1,4,2092.68732
-1.0,5,2092.695175
1,3,2092.699995
1,4,2092.707423
1,4,2092.713781
1,3,2092.718609
1,3,2092.723266
1,3,2092.728084
1,4,2092.734411
1,4,2092.740736
-1.0,5,2092.747627
-1,13,2092.771845
1,3,2092.776663
1,3,2092.781608
1,4,2092.789064
1,7,2092.835625
1,4,2092.843002
-1,13,2092.871338
1,4,2092.878136
1,5,2092.886215
1,3,2092.891119
1,3,2092.895705
1,5,2092.903964
1,3,2092.90888
1,3,2092.913579
-1,12,2092.936534
1,3,2092.941281
1,4,2092.947721
1,3,2092.952523
1,3,2092.957098
1,5,2092.965105
1,3,2092.969934
1,4,2092.976521
1,3,2092.981308
1,4,2092.987708
1,3,2092.992542
1,4,2093.000558
1,4,2093.007154
1,4,2094.113498
1,3,2094.118109
1,3,2094.122819
1,5,2094.131881
-1,13,2094.158449
1,3,2094.163552
1,3,2094.168452
1,7,2094.181345
1,3,2094.186516
1,5,2094.195146
1,3,2094.200278
1,4,2094.207078
1,4,2094.213966
1,4,2094.220831
1,4,2094.22746
-1.0,9,2094.247009
1,4,2094.253926
1,5,2094.262769
1,3,2094.267967
1,3,2094.273296
1,3,2094.278399
1,3,2094.283221
1,4,2094.290092
1,3,2094.295095
1,3,2094.300093
1,3,2094.305228
1,3,2094.310203
1,3,2094.315341
1,3,2094.32057
1,3,2094.327015
1,3,2094.332843
1,4,2094.339817
1,4,2094.346565
1,3,2094.351607
1,4,2094.358393
1,3,2094.363461
1,3,2094.368503
-1.0,5,2094.37594
-1,13,2094.402228
1,5,2094.412047
1,4,2094.420449
1,3,2094.426019
-1,12,2094.449473
1,3,2094.454585
1,4,2094.461503
1,4,2094.468364
1,5,2094.47654
1,4,2094.483413
1,3,2094.488953
1,3,2094.495686
1,3,2094.501291
1,3,2094.506431
1,4,2094.513137
1,3,2094.518157
1,4,2094.525851
-1.0,5,2094.533674
1,4,2094.540471
-1,13,2094.566953
1,4,2094.57528
1,3,2094.580516
1,5,2094.589072
1,4,2094.59695
1,3,2094.602422
1,3,2094.607954
1,4,2094.615293
1,4,2094.622219
-1,5,2094.629855
1,4,2094.636565
1,4,2094.643502
1,3,2094.64847
1,5,2094.657062
1,4,2094.663697
1,3,2094.668839
1,4,2094.67527
1,3,2094.680371
1,4,2094.687214
1,3,2094.692569
1,3,2094.698559
1,4,2094.706028
1,4,2094.712946
1,4,2094.719777
1,3,2094.724901
1,4,2094.731768
1,4,2094.738438
1,4,2094.745533
1,3,2094.750608
1,4,2094.757759
1,3,2094.762674
1,4,2094.769444
1,3,2094.774532
1,4,2094.781559
-1,15,2094.812604
1,3,2094.817796
-1.0,4,2094.823603
1,3,2094.828603
1,4,2094.835237
1,4,2094.842276
1,3,2094.847636
1,4,2094.854839
1,4,2094.863591
1,5,2094.873602
1,5,2094.882737
1,6,2094.893638
1,4,2094.900456
1,5,2094.909091
1,3,2094.914045
1,3,2094.918865
-1,14,2094.947644
1,3,2094.952826
1,4,2094.959654
1,4,2094.96652
1,4,2094.97331
1,3,2094.978367
1,4,2094.98503
1,4,2094.991957
-1.0,4,2094.997589
1,5,2095.00622
1,4,2095.013334
1,3,2095.018267
1,3,2095.023106
1,3,2095.028224
1,5,2095.036896
1,3,2095.041816
1,3,2095.046914
1,3,2095.052913
1,3,2095.058543
1,5,2095.067549
1,4,2095.074333
-1.0,5,2095.081613
1,4,2095.088392
1,3,2095.093486
-1.0,4,2095.099627
-1,6,2095.110367
1,3,2095.115495
1,3,2095.120486
1,3,2095.125727
1,4,2095.134127
1,4,2095.142042
1,3,2095.147178
1,4,2095.153885
1,3,2095.158932
1,3,2095.163981
1,3,2095.168754
1,3,2095.173703
1,3,2095.178641
1,3,2095.183747
1,3,2095.188877
1,5,2095.19753
-1.0,4,2095.203198
1,4,2095.209779
1,3,2095.214723
-1.0,14,2095.241203
1,3,2095.247522
-1.0,14,2095.274945
-1.0,5,2095.282616
1,3,2095.287751
1,4,2095.29478
1,3,2095.299788
1,3,2095.304618
1,3,2095.309671
1,4,2095.316232
1,5,2095.324705
1,4,2095.331349
1,4,2095.337968
1,3,2095.342954
1,4,2095.349754
-1,14,2095.378907
1,3,2095.383868
1,3,2095.388971
1,4,2095.39546
-1.0,10,2095.413023
1,4,2095.419752
1,4,2095.426509
1,4,2095.433208
1,3,2095.438028
1,3,2095.443066
1,3,2095.448063
1,3,2095.453778
1,4,2095.461266
1,4,2095.468538
1,3,2095.474071
1,3,2095.47942
-1,12,2095.503197
1,3,2095.508327
1,3,2095.513219
-1.0,11,2095.534242
-1,15,2095.565738
1,4,2095.573199
1,4,2095.57982
1,3,2095.584751
1,3,2095.589689
-1,14,2095.617442
1,4,2095.625681
-1.0,4,2095.632276
1,3,2095.637687
1,3,2095.642921
1,5,2095.651469
1,4,2095.658171
1,4,2095.665037
1,3,2095.670137
1,3,2095.675133
-1.0,4,2095.680862
1,5,2095.689391
1,3,2095.694432
1,5,2095.703269
1,3,2095.708203
1,4,2095.75034
1,4,2095.757008
1,3,2095.762068
1,3,2095.766926
1,3,2095.771858
-1,15,2095.801938
1,5,2095.810454
1,4,2095.818027
1,5,2095.82683
1,3,2095.831814
1,3,2095.836876
1,3,2095.841729
1,3,2095.846859
1,4,2095.8533
1,3,2095.858262
1,3,2095.863305
-1,14,2095.892143
1,4,2095.898962
1,3,2095.904053
1,4,2095.910811
1,4,2095.917407
1,3,2095.922399
1,4,2095.929222
-1,14,2095.957988
1,5,2095.966651
-1.0,4,2095.972246
1,3,2095.97704
1,3,2095.982074
1,5,2095.990761
1,3,2095.995831
1,3,2096.000863
1,4,2096.007344
1,4,2096.014219
1,5,2096.0228
1,4,2096.029695
1,3,2096.034729
1,4,2096.041229
1,3,2096.046154
1,4,2096.052882
1,4,2096.06032
1,4,2096.068037
1,4,2096.075408
1,4,2096.082232
-1.0,8,2096.096035
1,3,2096.101136
-1,15,2096.131987
1,5,2096.14104
1,3,2096.14612
1,5,2096.15468
1,4,2096.162329
1,3,2096.16761
1,3,2096.172899
-1,14,2096.200549
-1.0,3,2096.204657
1,3,2096.209708
1,4,2096.217294
1,4,2096.225292
1,4,2096.233439
-1,13,2096.260625
-1.0,3,2096.264624
-1.0,5,2096.272213
1,3,2096.27712
1,3,2096.282129
1,4,2096.289717
1,4,2096.296448
1,3,2096.301522
1,3,2096.307064
1,4,2096.31471
1,3,2096.319695
1,5,2096.328379
1,4,2096.334977
1,4,2096.342041
-1.0,7,2096.354684
1,3,2096.359598
1,3,2096.364566
1,3,2096.369727
1,3,2096.375236
1,4,2096.382212
1,4,2096.389101
1,3,2096.394046
1,3,2096.399109
1,4,2096.405951
-1.0,7,2096.419255
-1.0,14,2096.445793
1,3,2096.451416
1,3,2096.456313
1,3,2096.461099
1,4,2096.468357
1,3,2096.473484
-1,13,2096.502253
1,4,2096.509335
1,3,2096.514412
1,4,2096.521735
1,3,2096.527501
1,3,2096.532684
1,4,2096.539354
1,3,2096.544424
1,3,2096.549532
-1.0,6,2096.559179
1,3,2096.564266
1,4,2096.570996
1,4,2096.579278
1,4,2096.58736
-1.0,12,2096.610609
-1,14,2096.638409
1,4,2096.645368
1,4,2096.653675
1,5,2096.662874
1,5,2096.671933
1,3,2096.677033
1,3,2096.68194
1,3,2096.686975
1,3,2096.6919
1,3,2096.696885
1,3,2096.701792
1,3,2096.706592
1,3,2096.711445
1,3,2096.716626
1,3,2096.722635
1,5,2096.732056
1,5,2096.740918
1,4,2096.747742
1,3,2096.752784
1,4,2096.759571
1,3,2096.764673
1,6,2096.775537
-1,14,2096.80546
1,3,2096.811084
1,3,2096.816233
1,4,2096.823194
1,3,2096.828292
1,3,2096.833207
1,4,2096.840019
-1,13,2096.865741
-1.0,5,2096.873401
-1.0,9,2096.888927
1,3,2096.894617
1,3,2096.900885
1,4,2096.908042
-1,16,2096.941108
1,5,2096.950549
1,3,2096.955591
1,4,2096.962334
1,3,2096.967337
1,4,2096.974258
1,4,2096.981009
1,3,2096.986133
-1.0,10,2097.005486
1,3,2097.010877
1,3,2097.01582
1,3,2097.020835
1,3,2097.025854
-1,14,2097.054617
1,3,2097.05978
1,5,2097.068684
1,4,2097.075966
1,4,2097.082538
1,3,2097.087627
1,4,2097.094678
1,4,2097.101439
1,3,2097.106521
1,4,2097.113395
-1,15,2097.145739
1,4,2097.152375
-1,15,2097.182697
1,3,2097.187692
1,3,2097.192876
1,4,2097.199783
-1,14,2097.228266
1,4,2097.235067
1,4,2097.241956
1,4,2097.250274
-1,15,2097.280175
1,5,2097.288828
1,4,2097.295798
1,4,2097.302323
1,3,2097.307292
1,3,2097.312403
-1,15,2097.345162
1,3,2097.350399
1,3,2097.355532
1,3,2097.360455
1,3,2097.365568
-1.0,8,2097.378854
1,4,2097.385583
1,3,2097.390499
1,3,2097.395492
-1,15,2097.426981
1,3,2097.432764
1,3,2097.438081
1,3,2097.443261
1,3,2097.448196
1,4,2097.455147
1,3,2097.460243
1,3,2097.465193
1,4,2097.471759
1,6,2097.482393
-1,12,2097.506354
1,3,2097.511589
-1,15,2097.545329
-1,16,2097.578923
-1.0,6,2097.623608
1,3,2097.628618
1,6,2097.639964
1,4,2097.646689
1,4,2097.654198
1,4,2097.661114
1,3,2097.666816
-1.0,13,2097.692474
1,4,2097.699375
1,4,2097.706134
1,4,2097.712739
1,4,2097.719437
1,5,2097.727956
1,4,2097.734667
1,4,2097.741133
-1.0,7,2097.752596
1,4,2097.759442
1,3,2097.76444
1,3,2097.769511
1,4,2097.776392
1,4,2097.783253
-1.0,14,2097.811474
1,3,2097.816391
1,3,2097.821318
1,5,2097.829882
1,3,2097.834939
1,6,2097.845461
1,3,2097.850409
1,3,2097.85574
1,4,2097.862442
1,4,2097.869204
-1,13,2099.028882
1,3,2099.033404
1,3,2099.038053
-1.0,7,2099.049195
1,4,2099.056186
1,4,2099.063019
1,4,2099.069667
1,3,2099.074702
1,3,2099.07968
1,3,2099.084766
1,3,2099.08966
1,3,2099.094683
1,3,2099.099729
1,3,2099.10475
1,3,2099.109865
1,3,2099.114874
1,4,2099.121566
1,5,2099.130183
1,5,2099.138755
1,3,2099.143818
1,4,2099.150755
1,4,2099.157377
-1,14,2099.186012
1,5,2099.19725
1,4,2099.2047
1,3,2099.211748
1,3,2099.217482
1,3,2099.223087
1,3,2099.228449
1,5,2099.238475
1,3,2099.245684
1,3,2099.251945
1,3,2099.257746
1,4,2099.264783
1,5,2099.275356
1,3,2099.280793
1,4,2099.287548
1,4,2099.29444
1,5,2099.303175
1,5,2099.312017
1,3,2099.317092
1,4,2099.323953
1,4,2099.330804
1,4,2099.33765
1,3,2099.342727
1,4,2099.349536
1,4,2099.3565
1,3,2099.361538
1,5,2099.3698
1,3,2099.374877
1,3,2099.379977
1,3,2099.384997
1,3,2099.389871
1,5,2099.39832
1,4,2099.405279
1,3,2099.410366
-1.0,2,2099.41297
-1,13,2099.43907
1,3,2099.444196
1,3,2099.449096
1,3,2099.454181
1,3,2099.459078
1,4,2099.465572
1,5,2099.474172
1,3,2099.479266
1,4,2099.485936
1,3,2099.490848
1,6,2099.501677
1,3,2099.506743
1,3,2099.511758
1,3,2099.516556
-1,13,2099.543731
1,4,2099.550813
1,4,2099.557488
1,5,2099.566137
-1,15,2099.596569
1,4,2099.603647
1,4,2099.610543
1,3,2099.615606
1,5,2099.624124
1,4,2099.630947
1,3,2099.636024
1,3,2099.640975
1,3,2099.645845
1,4,2099.653054
1,3,2099.658387
1,3,2099.663701
1,4,2099.670795
1,3,2099.67618
1,3,2099.681592
-1,13,2099.710948
1,4,2099.719444
1,4,2099.727272
1,3,2099.732854
1,4,2099.740245
-1.0,14,2099.770108
1,4,2099.777512
1,4,2099.784826
1,3,2099.790269
1,3,2099.795757
1,4,2099.803234
1,3,2099.80883
-1,13,2099.848653
-1.0,6,2099.868088
1,5,2099.883355
-1.0,7,2099.900858
1,4,2099.910637
1,5,2099.92542
1,3,2099.933726
1,3,2099.941458
1,3,2099.949282
1,5,2099.963482
1,3,2099.970623
1,4,2099.980071
1,3,2099.98631
1,5,2099.996389
1,4,2100.006062
1,5,2100.018092
1,3,2100.025602
1,3,2100.033015
1,5,2100.045127
-1,14,2100.08133
1,3,2100.086836
1,3,2100.092419
1,4,2100.099971
1,4,2100.107571
1,3,2100.113069
1,4,2100.120517
1,5,2100.129571
-1.0,15,2100.160026
1,3,2100.165175
1,3,2100.170267
1,4,2100.176988
1,4,2100.18461
1,3,2100.192286
1,3,2100.197909
1,3,2100.203227
1,4,2100.210324
1,3,2100.215509
1,3,2100.220588
1,3,2100.227176
1,3,2100.237271
1,3,2100.248223
1,3,2100.259056
1,3,2100.267822
1,3,2100.277003
1,3,2100.285726
1,4,2100.298463
1,3,2100.310706
1,4,2100.323616
1,3,2100.332334
1,4,2100.34547
1,3,2100.353636
-1.0,11,2100.392912
1,4,2100.411039
1,3,2100.42302
1,3,2100.432199
1,3,2100.441957
1,3,2100.450166
1,3,2100.460398
1,4,2100.472499
1,3,2100.480545
1,3,2100.490311
-1.0,7,2100.510293
1,5,2100.527562
1,4,2100.539546
1,3,2100.547264
1,3,2100.557551
1,4,2100.578632
-1,12,2100.618612
1,3,2100.626948
1,4,2100.638153
1,4,2100.651078
-1.0,7,2100.672076
1,4,2100.684661
1,3,2100.693262
